,Unnamed: 0,id,town,flat_type,storey_range,flat_model,lease_commence_date,resale_price,Tranc_Year,Tranc_Month,floor_area_sqft,hdb_age,commercial,market_hawker,total_dwelling_units,Latitude,Longitude,planning_area,Mall_Nearest_Distance,Mall_Within_500m,Mall_Within_1km,Mall_Within_2km,Hawker_Nearest_Distance,Hawker_Within_500m,Hawker_Within_1km,Hawker_Within_2km,hawker_market_stalls,mrt_nearest_distance,bus_interchange,mrt_interchange,mrt_latitude,mrt_longitude,bus_stop_nearest_distance,bus_stop_latitude,bus_stop_longitude,pri_sch_nearest_distance,pri_sch_name,pri_sch_affiliation,pri_sch_latitude,pri_sch_longitude,sec_sch_nearest_dist,sec_sch_name,cutoff_point,sec_sch_latitude,sec_sch_longitude,low_storey,high_storey,avg_storey,new_storey_range,region,region_CCR,region_East,region_North,region_RCR,region_West,flat_type_1 ROOM,flat_type_2 ROOM,flat_type_3 ROOM,flat_type_5 ROOM,flat_type_EXECUTIVE,flat_type_MULTI-GENERATION,planning_area_Ang Mo Kio,planning_area_Bedok,planning_area_Bishan,planning_area_Bukit Batok,planning_area_Bukit Merah,planning_area_Bukit Panjang,planning_area_Bukit Timah,planning_area_Changi,planning_area_Choa Chu Kang,planning_area_Clementi,planning_area_Downtown Core,planning_area_Geylang,planning_area_Hougang,planning_area_Jurong East,planning_area_Kallang,planning_area_Marine Parade,planning_area_Novena,planning_area_Outram,planning_area_Pasir Ris,planning_area_Punggol,planning_area_Queenstown,planning_area_Rochor,planning_area_Sembawang,planning_area_Sengkang,planning_area_Serangoon,planning_area_Tampines,planning_area_Tanglin,planning_area_Toa Payoh,planning_area_Western Water Catchment,planning_area_Woodlands,planning_area_Yishun,new_storey_range_High (13-18),new_storey_range_Mid (7-12),new_storey_range_Ultra High (31+),new_storey_range_Very High (19-30)
58,58,10541,CLEMENTI,3 ROOM,10 TO 12,New Generation,1983,295000,2019,10,731.952,38,N,N,171,1.304927243,103.7635194,Clementi,314.9417091,1,2,4,133.4440508,1,4,5,135,1176.445335,1,0,1.315405642,103.7649827,89.49682922,1.305135632,103.7627418,1119.11261,Qifa Primary School,0,1.312621542,103.75703,427.1642648,Kent Ridge Secondary School,206,1.301352887,103.7649275,10,12,11,Mid (7-12),West,0,0,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,0
59,59,99145,YISHUN,4 ROOM,07 TO 09,Simplified,1987,316000,2020,7,947.232,34,N,N,96,1.423365101,103.8391035,Yishun,639.0483192,0,2,3,677.2315995,0,1,2,0,824.8467068,1,0,1.42940145,103.8347906,32.46271793,1.42345056,103.8388243,296.2936882,Northland Primary School,0,1.421304044,103.8407929,717.4636176,Northbrooks Secondary School,188,1.420881025,103.8450603,7,9,8,Mid (7-12),North,0,0,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,1,0,0
60,60,87299,CLEMENTI,4 ROOM,01 TO 05,New Generation,1981,440000,2012,4,979.524,40,N,N,244,1.301917877,103.7630734,Clementi,391.9624749,1,1,4,252.8002231,1,1,5,135,1514.715436,1,0,1.315405642,103.7649827,86.45122475,1.301839156,103.7622997,1366.712392,Qifa Primary School,0,1.312621542,103.75703,215.4751868,Kent Ridge Secondary School,206,1.301352887,103.7649275,1,5,3,Low (1-6),West,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0
61,61,96378,PUNGGOL,4 ROOM,01 TO 03,Premium Apartment,2007,380000,2018,11,979.524,14,N,N,63,1.401369675,103.9131916,Punggol,140.1451484,1,2,4,4457.682182,0,0,0,0,1246.613513,1,1,1.405156551,103.9026363,80.82668292,1.402015,103.9128569,151.9085221,Horizon Primary School,0,1.400008815,103.9130715,460.4353139,Punggol Secondary School,194,1.402126295,103.9091193,1,3,2,Low (1-6),North-East,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0
62,62,23676,ANG MO KIO,3 ROOM,10 TO 12,New Generation,1979,370000,2014,7,721.188,42,N,N,150,1.370597561,103.852367,Ang Mo Kio,452.9532209,1,2,3,328.8036474,1,5,11,100,297.8524223,1,0,1.369464707,103.849939,150.8590517,1.369963268,103.8535666,156.7087544,Jing Shan Primary School,0,1.371892676,103.8518111,364.5596318,Deyi Secondary School,215,1.367347421,103.8519361,10,12,11,Mid (7-12),North-East,0,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,0
63,63,95161,JURONG EAST,4 ROOM,19 TO 21,Model A,1999,525000,2015,4,1076.4,22,N,N,135,1.34146035,103.7456777,Jurong East,852.9137312,0,2,5,915.7257691,0,1,2,87,954.0028343,1,1,1.333576523,103.7422924,167.9131926,1.341953312,103.74425,559.4878971,Yuhua Primary School,0,1.342919818,103.7408611,873.491476,Bukit View Secondary School,205,1.345723151,103.7522778,19,21,20,Very High (19-30),West,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1
64,64,78203,BEDOK,4 ROOM,04 TO 06,Model A,2006,520030,2015,7,990.288,15,N,N,156,1.326869941,103.9418328,Bedok,728.4363073,0,1,5,265.3018362,1,4,8,147,440.0585373,0,1,1.3268651,103.9457914,121.9735154,1.325847905,103.9422313,555.5198674,Bedok Green Primary School,0,1.323996276,103.937745,367.7184966,Bedok View Secondary School,212,1.323999396,103.9434752,4,6,5,Low (1-6),East,0,1,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0
65,65,74692,SENGKANG,4 ROOM,13 TO 15,Model A,2002,380000,2016,3,968.76,19,N,N,151,1.389887699,103.8881145,Sengkang,802.0493645,0,2,7,1750.260305,0,0,1,0,893.3949828,1,1,1.39243991,103.8957351,103.3949166,1.390717311,103.8885346,128.5588067,Anchor Green Primary School,0,1.390662478,103.8872561,275.846922,Nan Chiau High School,243,1.388687442,103.8902862,13,15,14,High (13-18),North-East,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0
66,66,98313,WOODLANDS,4 ROOM,10 TO 12,Improved,1976,280000,2017,2,947.232,45,N,N,120,1.441345041,103.7771827,Woodlands,911.8778786,0,1,3,292.5910106,1,2,2,112,1019.060429,0,0,1.43275723,103.7739817,82.28108049,1.44071021,103.7768024,861.6753756,Marsiling Primary School,0,1.434423117,103.7736977,383.1277495,Woodlands Secondary School,188,1.439183317,103.7744988,10,12,11,Mid (7-12),North,0,0,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,0,0
67,67,2143,TOA PAYOH,2 ROOM,07 TO 09,Standard,1983,183888,2020,8,462.852,38,N,N,333,1.338249143,103.852482,Toa Payoh,900.490174,0,1,5,244.4519434,4,6,8,0,744.540267,0,0,1.341078755,103.8464118,48.0285825,1.338628333,103.8526889,349.2688718,Pei Chun Public School,0,1.337288933,103.8554735,396.5025325,Beatty Secondary School,211,1.341790511,103.8520649,7,9,8,Mid (7-12),RCR,0,0,0,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,1,0,0
68,68,166715,BISHAN,5 ROOM,22 TO 24,Improved,1986,728888,2017,1,1291.68,35,N,N,96,1.362768866,103.8327589,Bishan,972.0538542,0,1,3,851.8234353,0,2,7,101,1843.901322,0,0,1.347873082,103.8400478,157.7198923,1.363739827,103.8337932,228.731123,Ai Tong School,0,1.360736365,103.8330757,489.9880199,Peirce Secondary School,208,1.366131676,103.8299104,22,24,23,Very High (19-30),RCR,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1
69,69,144980,WOODLANDS,5 ROOM,10 TO 12,Improved,1999,418000,2017,10,1302.444,22,N,N,99,1.436498164,103.8031659,Woodlands,365.5570569,1,2,5,483.1990254,1,1,1,0,491.5575461,0,0,1.440343372,103.8009842,128.4911629,1.437066168,103.8021593,433.36284,Greenwood Primary School,0,1.440110498,103.8046293,297.1542439,Woodlands Ring Secondary School,211,1.436113678,103.8005205,10,12,11,Mid (7-12),North,0,0,1,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,0,0
70,70,172917,JURONG EAST,EXECUTIVE,01 TO 03,Apartment,1993,630000,2020,10,1743.768,28,Y,N,63,1.341372153,103.7367542,Jurong East,977.4074494,0,1,6,250.3747197,1,2,3,87,517.3626688,0,0,1.342440843,103.7322246,141.5641309,1.342389722,103.7359889,487.8992274,Yuhua Primary School,0,1.342919818,103.7408611,901.0616121,Bukit Batok Secondary School,223,1.348351215,103.7408734,1,3,2,Low (1-6),West,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0
71,71,10613,GEYLANG,3 ROOM,01 TO 03,Standard,1969,270000,2015,1,656.604,52,N,N,118,1.325737428,103.8870543,Geylang,991.9038174,0,1,6,238.5602112,3,4,9,0,401.3653841,0,1,1.325858517,103.8906628,192.6843918,1.32722901,103.8879366,595.1362188,Canossa Catholic Primary School,1,1.32651106,103.8817569,1030.929959,Geylang Methodist School,224,1.317658971,103.8825037,1,3,2,Low (1-6),RCR,0,0,0,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0
72,72,2648,BUKIT MERAH,3 ROOM,04 TO 06,Standard,1971,370000,2018,5,635.076,50,Y,N,97,1.288076876,103.8270813,Bukit Merah,177.7540458,1,2,20,49.08613312,2,8,14,62,257.2865668,0,0,1.285764585,103.8269968,167.7974082,1.28875833,103.8257346,411.2036506,Zhangde Primary School,0,1.28449822,103.826149,388.2172955,Gan Eng Seng School,223,1.289071145,103.8237337,4,6,5,Low (1-6),RCR,0,0,0,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0
73,73,6440,ANG MO KIO,3 ROOM,01 TO 03,New Generation,1980,310000,2020,2,882.648,41,Y,N,190,1.370816268,103.8591923,Ang Mo Kio,902.6995019,0,1,3,413.9963018,1,3,7,113,1039.546634,1,0,1.369464707,103.849939,123.5016188,1.370346605,103.8581855,829.2007993,Jing Shan Primary School,0,1.371892676,103.8518111,894.1018085,Deyi Secondary School,215,1.367347421,103.8519361,1,3,2,Low (1-6),North-East,0,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0
74,74,109564,WOODLANDS,5 ROOM,10 TO 12,Improved,1998,457000,2013,6,1313.208,23,Y,N,110,1.446602397,103.7960425,Woodlands,258.4359253,1,1,5,886.9288394,0,1,1,0,886.6378081,0,0,1.440343372,103.8009842,125.3081232,1.446688659,103.7949185,319.6246695,Evergreen Primary School,0,1.444148359,103.7945453,649.4711244,Evergreen Secondary School,224,1.441220838,103.7937715,10,12,11,Mid (7-12),North,0,0,1,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,0,0
75,75,163384,SENGKANG,4 ROOM,19 TO 21,Model A,2016,455000,2021,4,1001.052,5,N,N,100,1.397479085,103.8785001,Sengkang,Unknown,0,0,0,2541.170822,0,0,0,0,1996.136647,1,1,1.39243991,103.8957351,162.7238666,1.3984935,103.877445,190.7406866,Fern Green Primary School,0,1.397620783,103.8802101,789.3997761,Pei Hwa Secondary School,219,1.390380457,103.8785935,19,21,20,Very High (19-30),North-East,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1
76,76,83269,SENGKANG,4 ROOM,04 TO 06,Premium Apartment,2007,485000,2019,1,990.288,14,N,N,64,1.382579359,103.8972253,Sengkang,600.1345059,0,1,7,1799.672649,0,0,1,0,418.2778245,1,0,1.382649723,103.8934632,109.2509481,1.381596968,103.8972095,156.3638901,North Vista Primary School,0,1.382893394,103.8958542,239.9235924,North Vista Secondary School,208,1.381252014,103.8989269,4,6,5,Low (1-6),North-East,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0
77,77,128741,BUKIT PANJANG,4 ROOM,16 TO 18,Premium Apartment,2003,560000,2018,4,979.524,18,N,N,171,1.379710958,103.7624401,Bukit Panjang,148.9137906,3,4,7,1123.346335,0,0,1,45,96.45437127,1,1,1.379015879,103.761921,36.97456027,1.379989459,103.7622584,493.22855,West View Primary School,0,1.383590574,103.7602891,488.0343066,Fajar Secondary School,188,1.375565392,103.7638819,16,18,17,High (13-18),West,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0
78,78,16983,ANG MO KIO,3 ROOM,10 TO 12,New Generation,1980,238000,2019,9,721.188,41,N,N,150,1.374582553,103.8530491,Ang Mo Kio,767.1690203,0,2,3,258.9482414,1,3,11,100,665.866604,1,0,1.369464707,103.849939,135.6816114,1.375793351,103.8532004,329.2421885,Jing Shan Primary School,0,1.371892676,103.8518111,183.9200485,Anderson Secondary School,245,1.374242189,103.85143,10,12,11,Mid (7-12),North-East,0,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,0
79,79,125131,TOA PAYOH,4 ROOM,01 TO 03,Model A,1988,408000,2016,6,1119.456,33,N,N,64,1.331546892,103.8570174,Toa Payoh,1108.444351,0,0,6,413.9208053,1,5,11,59,1037.231647,1,0,1.332376442,103.8477238,168.4775089,1.332463066,103.8558103,661.1505719,Pei Chun Public School,0,1.337288933,103.8554735,887.6256815,Bendemeer Secondary School,188,1.324611113,103.8609703,1,3,2,Low (1-6),RCR,0,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,0
80,80,98139,TOA PAYOH,4 ROOM,04 TO 06,Improved,1976,375000,2016,8,882.648,45,Y,N,266,1.341773107,103.8560398,Toa Payoh,1256.894404,0,0,4,237.2909378,1,5,6,77,1073.072562,0,0,1.341078755,103.8464118,148.7065983,1.343097459,103.8562259,144.6985571,First Toa Payoh Primary School,0,1.340526165,103.8556675,441.8717581,Beatty Secondary School,211,1.341790511,103.8520649,4,6,5,Low (1-6),RCR,0,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,0
81,81,166343,SENGKANG,EXECUTIVE,07 TO 09,Premium Apartment,2003,550000,2020,10,1356.264,18,N,N,104,1.390905315,103.885025,Sengkang,819.30839,0,2,7,1780.695021,0,0,1,0,1202.723948,1,1,1.39243991,103.8957351,90.96127804,1.39044,103.885698,249.4795055,Anchor Green Primary School,0,1.390662478,103.8872561,634.7166036,Nan Chiau High School,243,1.388687442,103.8902862,7,9,8,Mid (7-12),North-East,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,0
82,82,156598,BEDOK,4 ROOM,04 TO 06,Model A,1989,608000,2018,12,1119.456,32,N,N,73,1.325855463,103.9105989,Bedok,1923.715303,0,0,1,884.2568792,0,2,4,75,606.40735,0,0,1.320929673,103.91294,75.1484024,1.325399682,103.911098,568.5742767,Telok Kurau Primary School,0,1.330913472,103.9113491,994.2916439,Manjusri Secondary School,188,1.327520222,103.901811,4,6,5,Low (1-6),East,0,1,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0
83,83,45334,BISHAN,3 ROOM,10 TO 12,Simplified,1988,446000,2018,7,688.896,33,N,N,88,1.349762019,103.8524727,Bishan,452.1791491,1,1,1,1066.174627,0,0,9,77,472.1336667,1,1,1.350579599,103.848305,160.2487761,1.349702654,103.853913,228.6209035,Kuo Chuan Presbyterian Primary School,1,1.349783074,103.8545292,271.6699203,Kuo Chuan Presbyterian Secondary School,232,1.350109648,103.8548917,10,12,11,Mid (7-12),RCR,0,0,0,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,0
84,84,163130,PUNGGOL,5 ROOM,04 TO 06,Premium Apartment,2016,656888,2021,4,1216.332,5,N,N,64,1.402040572,103.9141411,Punggol,117.043612,1,2,4,4586.124992,0,0,0,0,1324.99487,1,1,1.405156551,103.9026363,142.7766517,1.402015,103.9128569,255.2980433,Horizon Primary School,0,1.400008815,103.9130715,558.3123703,Punggol Secondary School,194,1.402126295,103.9091193,4,6,5,Low (1-6),North-East,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0
85,85,176309,BUKIT BATOK,EXECUTIVE,13 TO 15,Apartment,1993,580000,2015,3,1539.252,28,N,N,52,1.365140402,103.7448651,Bukit Batok,1361.043605,0,0,4,2529.760477,0,0,0,87,1047.199338,0,0,1.35906994,103.7520673,72.24742507,1.365066866,103.7442194,495.476717,Saint Anthony's Primary School,1,1.364639125,103.749294,167.7540757,Dunearn Secondary School,189,1.363638093,103.7450033,13,15,14,High (13-18),West,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0
86,86,185513,PASIR RIS,EXECUTIVE,06 TO 10,Apartment,1993,638000,2012,5,1571.544,28,N,N,65,1.375398696,103.9462315,Pasir Ris,513.1027618,0,2,3,615.7797282,0,1,1,0,446.9026796,1,0,1.372841969,103.9493334,38.21316424,1.375583564,103.9465213,105.2906263,Elias Park Primary School,0,1.375033032,103.9453578,950.8534571,Hai Sing Catholic School,220,1.374638203,103.9547513,6,10,8,Mid (7-12),East,0,1,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,0
87,87,169478,JURONG EAST,5 ROOM,22 TO 24,Improved,1989,698000,2014,4,1291.68,32,N,N,96,1.33640567,103.7430754,Jurong East,235.8090804,3,4,5,981.5886839,0,1,3,87,326.4064327,1,1,1.333576523,103.7422924,57.73091719,1.336442401,103.7425574,712.1098602,Fuhua Primary School,0,1.336403763,103.7366695,1350.650808,Bukit Batok Secondary School,223,1.348351215,103.7408734,22,24,23,Very High (19-30),West,0,0,0,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1
